product_name,total,reordered,ordered_once,reordered_percent
Lemon Mint Sugar Free,117,36,81,30.76923076923077
Super Glue 2 Pack,4,0,4,0.0
London Dry Gin,451,196,255,43.45898004434589
Even Advanced Sea Algae Enzume Scrub,49,17,32,34.69387755102041
Polenta Enriched Corn Meal,152,24,128,15.789473684210526
Braeburn Apples,391,183,208,46.80306905370844
Blender Bottle Assorted Colors,9,0,9,0.0
In Tomato Sauce Spaghetti & Meatballs,526,302,224,57.414448669201526
Pizzeria! Thin Margherita Pizza,98,30,68,30.612244897959183
Grated Parmesan And Romano Blend,81,17,64,20.98765432098765
Tamales Sweet Corn,51,14,37,27.450980392156865
Cooked Classic Italian Sausage,366,156,210,42.62295081967213
Yellow Corn Tortilla Chips,1323,702,621,53.06122448979592
Bleached and Enriched Cake Flour,94,15,79,15.957446808510639
Downy April Fresh Fabric Refresher,24,2,22,8.333333333333332
Organico Bello Spicy Marinara Pasta Sauce,197,81,116,41.11675126903553
Revitalizing Face Mask,8,0,8,0.0
Valfrais Garlic & Herb Cheese Spread,21,8,13,38.095238095238095
Roasted Red Pepper Italian Dressing,14,2,12,14.285714285714285
Oven Bags,162,23,139,14.19753086419753
SensorExcel Blade Refills,15,6,9,40.0
Mix Lemon Bar,10,1,9,10.0
Quart Sized  Easy Open Freezer Bags,1217,311,906,25.554642563681185
Ultra This Colby Jack,998,530,468,53.106212424849694
Macaroni & Cheese Tasty American Favorites,61,21,40,34.42622950819672
Indoor Delights Cat Food,275,152,123,55.27272727272727
Pop Tarts Frosted Watermelon Toaster Pastries,7,1,6,14.285714285714285
Orajel Bubble Guppies Fluoride Toothpaste,25,4,21,16.0
Wasabi Seaweed Chips,113,55,58,48.67256637168141
Lightly Salted Potato Crisps,124,72,52,58.06451612903226
Vanilla Chai Shortbread Cookies,23,7,16,30.434782608695656
Organic Dark Chocolate Spread,41,18,23,43.90243902439025
Full Protection + Whitening Toothpaste for Sensitive Teeth,122,36,86,29.508196721311474
"Wintermint Ascent, Sugar Free Gum",9,3,6,33.33333333333333
Brushing Chews Fresh Breath Daily Dental Treats,11,3,8,27.27272727272727
Jasmine Green,408,258,150,63.23529411764706
"Peanut Butter, Unsalted, Crunchy",79,51,28,64.55696202531645
Chef's Tomato,6,0,6,0.0
Digestives Milk Chocolate,128,72,56,56.25
Lemon Flower Sparkling Soda,14,4,10,28.57142857142857
Organic Blackberries,61746,40295,21451,65.25928805104783
Age Defying Anti-Wrinkle Night Cream,4,0,4,0.0
Simply White Natural Clean Mint Fluoride Toothpaste,1724,570,1154,33.06264501160093
Basil Dryer Sheets,147,29,118,19.727891156462583
Little Snugglers Diapers Jumbo Pack Size Newborn,32,8,24,25.0
Premium Solid White Albacore in Vegetable Oil Tuna,80,42,38,52.5
Pure Renewal Conditioner,26,8,18,30.76923076923077
Sun Spray Lotion Spf 30,16,2,14,12.5
Extra Strong Large Trash 30 Gallon Drawstring Bags,170,80,90,47.05882352941176
Mixed Berry Fruit Snacks,19,9,10,47.368421052631575
Organic Chinese Mung Bean Sprouts,21,6,15,28.57142857142857
Rev #2 Ham & Cheese,18,9,9,50.0
French Lavender Clarifying Shampoo,93,48,45,51.61290322580645
with Bleach Disinfectant Cleanser Scratch Free Lavender Fresh,30,5,25,16.666666666666664
HomeStyle Mushroom Gravy,23,6,17,26.08695652173913
"Granola, Immortal, Chocolate Almond",64,46,18,71.875
Peach Pear Flavored Sparkling Water,21233,14407,6826,67.8519286017049
Extra Grainy Flax & Sesame Seed Bread,11,3,8,27.27272727272727
Bowl Brush & Plunger Set,9,2,7,22.22222222222222
Java Loca Moca Coffee + Energy Drink,24,14,10,58.333333333333336
Graduates For Toddlers Apple Cinnamon Cereal Bars,63,31,32,49.2063492063492
"Gravy, Country-Style Sausage",11,3,8,27.27272727272727
PLOCHMANS Squeeze Mustard,34,11,23,32.35294117647059
Max White With Polishing Star Soft Toothbrush,1,0,1,0.0
Whole Mixed Berries,98,28,70,28.57142857142857
Cherry Pie Fruit & Nut Bar,5541,3151,2390,56.866991517776576
Organic Buckwheat Crispbread,26,9,17,34.61538461538461
Greek 100 Yogurt Mango,17,3,14,17.647058823529413
Dark Chocolate Sea Salt Granola Bites,3,0,3,0.0
The Ultimate Beefless Ground Gluten Free,495,234,261,47.27272727272727
"Cookies, Chocolate Chip Walnut",3698,2227,1471,60.2217414818821
Medium Tomatillo Salsa,312,161,151,51.60256410256411
Moderate Absorbency Bladder Leakage Protection,31,12,19,38.70967741935484
Sour Cream & Onion Flavor Protein Chips,16,4,12,25.0
Organic Thai Sweet Potato Soup,492,114,378,23.170731707317074
Organic Black Chia Seeds,255,76,179,29.80392156862745
12 Hour Allergy Relief Non-Drowsy Fexofenadine HCl 60 mg/Antihistamine,11,3,8,27.27272727272727
Santa Maria Seasoning,105,28,77,26.666666666666668
Almond + Sea Salt,35,9,26,25.71428571428571
Eggo Thick & Fluffy Cinnamon Brown Sugar Waffles,208,113,95,54.32692307692307
Toasty Onion Seaweed Snacks,173,126,47,72.83236994219652
Strawberry Greek Style Cultured Almond Milk,32,14,18,43.75
Wintergreen Mints,446,243,203,54.48430493273543
White Chocolate Macadamia Nutrition Bars,31,16,15,51.61290322580645
Ataulfo Mango,5569,2219,3350,39.84557371161788
Gluten Free Hot Buffalo Wing Pretzel Sticks,125,61,64,48.8
Antihistamine Eye Drops,28,11,17,39.285714285714285
Lowfat 1% Milkfat Lactose Free Milk,366,205,161,56.01092896174863
Dairy Free Cheddar Style Shells & Cheese,55,33,22,60.0
Meat Creations Sweet Italian Sausage & Cheese Pasta Sauce,8,2,6,25.0
Sweet Dreams Organic Milk Chocolate Whole Grain Rice Cakes,97,59,38,60.824742268041234
Natural Roast Beef,6,0,6,0.0
Vanilla Rice Protein,19,10,9,52.63157894736842
Super Moist Golden Vanilla Cake Mix,24,2,22,8.333333333333332
Tuna Fillets with Garlic in Olive Oil,40,16,24,40.0
Tahini Sesame Paste,96,12,84,12.5
California Champagne Extra Dry,324,152,172,46.913580246913575
Dark Cocoa Sorbetto,291,113,178,38.83161512027492
Mini Spicy Homestyle Guacamole,63,31,32,49.2063492063492
Fast-Max Severe Cold,4,1,3,25.0
"Fruit Spread, Organic, Raspberry",285,142,143,49.824561403508774
Tandoor Baked Naan,1376,621,755,45.13081395348838
Pure Peppermint Herbal Tea,678,267,411,39.38053097345133
Peach Iced Tea Mix Packets,62,46,16,74.19354838709677
Cannellini White Kidney Beans No Salt Added,4943,1809,3134,36.59720817317418
Vanilla Cupcake Grahams Snacks,153,63,90,41.17647058823529
Mighty Dry Hard Cider,125,69,56,55.2
Kielbasa,76,31,45,40.78947368421053
Wildly Natural Cream Lavender Scent,5,0,5,0.0
Doubleshot Energy Mexican Mocha Coffee Drink,13,4,9,30.76923076923077
Mountain Stream Liquid Laundry Detergent,4,0,4,0.0
Organic Ground Fenugreek,77,4,73,5.194805194805195
Whole Grain Stone Ground Millet Flour,42,4,38,9.523809523809524
7oz GOOD & PLENTY LICORICE,13,6,7,46.15384615384615
Grilled Steak with Beans Chili,6,1,5,16.666666666666664
Organic Unrefined-Unfiltered Extra Virgin Olive Oil,1206,634,572,52.57048092868989
Freeze Dried Yogurt Starter,22,2,20,9.090909090909092
Brown Gravy,8,1,7,12.5
Sambucus Bio-Certified Elderberry Natural Syrup Sugar-Free,15,8,7,53.333333333333336
Cafe Latte Pure Lightly Sweetened Iced Coffee With Almond Milk,2990,1845,1145,61.7056856187291
Organic Soy Milk Original,140,81,59,57.85714285714286
#2 Mechanical Pencils,8,0,8,0.0
3rd Foods Chicken in Broth & Noodle Dinner with Lil' Bits,51,21,30,41.17647058823529
Beef Pastrami,47,21,26,44.680851063829785
Organic Lemon Cake Mix,17,1,16,5.88235294117647
Lime Diet Coke,946,598,348,63.213530655391125
Heart Healthy Chicken Gumbo Soup,53,15,38,28.30188679245283
Original Clean-Up Cleaner with Bleach Original,128,37,91,28.90625
Corn tortillas filled with chicken & vegetables over a bed of rice topped with a real cheese sauce Chicken Enchiladas with Cheese Sauce & Rice,116,33,83,28.448275862068968
Powder Fresh Scent Deodorant Antiperspirant Aerosol,47,11,36,23.404255319148938
Fume Blanc Wine,17,10,7,58.82352941176471
Garlic Marinara Pasta Sauce,756,340,416,44.97354497354497
Green Decorating Gel,9,0,9,0.0
Organic Spicy Kung Pao Noodles,78,21,57,26.923076923076923
Sourdough Hard Pretzels Fat Free,1842,1229,613,66.72095548317046
Borage Therapy Advanced Formula Fragrance Free Lotion,13,2,11,15.384615384615385
Pesto Cheese Tortellini,217,114,103,52.53456221198156
Maca Berry Probiotic Super Tea,898,490,408,54.56570155902004
Permanent Hair Color Brown-Black 2N,50,18,32,36.0
Cheese Creations Six Cheese Pasta Sauce,36,25,11,69.44444444444444
"Mouth Rinse, Antigingivitis, Daily, Peppermint Sage",18,2,16,11.11111111111111
Ultra Downy Infusions Amber Blossom Liquid Fabric Conditioner,9,2,7,22.22222222222222
Chicken Pad Thai With Rice Noodles,2427,1444,983,59.497321796456525
Regular Length Thin Shape Maximum Absorbency Pads,5,2,3,40.0
Rustic Italian Sausage Onion Ultra Thin Crust Pizza,5,0,5,0.0
Four Cheese Rising Crust Pizza,3182,1773,1409,55.71967316153362
"Sport Laundry Liquid, Lavender & Eucalyptus Extracts",72,24,48,33.33333333333333
Lightly Salted Cashews Halves & Pieces,458,247,211,53.930131004366814
Ocean Whitefish & Tuna in Sauce Prime Filets Wet Cat Food,165,118,47,71.51515151515152
"Juice Concentrate, Cranberry",20,3,17,15.0
Chicken Salad,2039,1405,634,68.90632663070132
Coffee Peter Cook-Ies Ice Cream Bars,64,27,37,42.1875
"Asian Noodle, Stir Fry",119,47,72,39.49579831932773
Ginger Yuzu Scented Dish Soap,2153,1011,1142,46.95773339526242
Reduced Sodium Vegetarian Baked Beans,38,10,28,26.31578947368421
Fajita Seasoning Blend,11,1,10,9.090909090909092
Ultimate Care Bleach,116,59,57,50.86206896551724
2Chic Shampoo Brazilian Keratin & Argan Oil,125,37,88,29.599999999999998
Strawberry Swirl Ice Cream,6,1,5,16.666666666666664
Comice Pear,4056,2072,1984,51.08481262327417
Brownies,6,3,3,50.0
Bleach Stain Remover for Whites,12,1,11,8.333333333333332
Bio-Active Silver Hydrosol 10 ppm Dietary Supplement,63,13,50,20.634920634920633
Nutrition Protein Mix Blueberry Nut,205,109,96,53.170731707317074
Compostable Tall Trash Bags 13 gallon,892,356,536,39.91031390134529
Zesty Horseradish,8,0,8,0.0
Shrimp & Angel Hair Pasta,230,140,90,60.86956521739131
Peach Guava Coconut Water,3,0,3,0.0
B-Complex 100 Vegetarian Capsules,15,3,12,20.0
Keratin Infusion Smoothing Shampoo,31,8,23,25.806451612903224
Complete Prenatal System,2,0,2,0.0
Vanilla Almond Crisp Protein Bar,320,207,113,64.6875
Red Wax Gouda,706,232,474,32.86118980169972
Indian Corn,24,7,17,29.166666666666668
Original Cold Brew  Coffee With Milk,1781,1068,713,59.96631106120157
Dark Chocolate Squares With 88% Cocoa,291,202,89,69.41580756013745
Sparklers Tangerine Mango,35,30,5,85.71428571428571
Salted Almond Chocolate Mexicano Classic Disc,80,39,41,48.75
Beefaroni Big Size Bowl,15,6,9,40.0
Original Round Sweet Bread,170,56,114,32.94117647058823
Big Kick Wasabi,7,3,4,42.857142857142854
Green Salsa Jalapeno,9,1,8,11.11111111111111
Organic Lacinato Kale,232,147,85,63.36206896551724
Itchy Dry Scalp Shampoo,17,6,11,35.294117647058826
Medicated Scalp Treatment,31,3,28,9.67741935483871
Power & Free Cool Spring Breeze Scent Bathroom Cleaner,150,43,107,28.666666666666668
Organic Red Thai Hom Mali Jasmine Rice,36,9,27,25.0
Organic Tomato Basil Sauce,4973,1956,3017,39.332394932636234
Condensed Classic Recipe Double Noodle Family Size,22,17,5,77.27272727272727
Chocolate Energy Bars And Gels,148,67,81,45.27027027027027
Single Malt Scotch Whiskey,355,190,165,53.52112676056338
To Go Sopressata & Picante Provolone Slices,21,9,12,42.857142857142854
Light CocoWhip! Coconut Whipped Topping,1536,779,757,50.716145833333336
Roasted Chicken Feast Cat Food,43,26,17,60.46511627906976
Maple Mustard Sauce,39,18,21,46.15384615384615
Solid Light Tuna In Olive Oil,592,358,234,60.47297297297297
Lite Italian House Dressing,38,15,23,39.473684210526315
Organic Sweet Bread & Butter Pickles,48,21,27,43.75
"Skin Gel, Ultimate Skin Treatment, Whole Leaf Aloe Vera",12,0,12,0.0
99% Fat Free Vegetarian Chili With Beans,224,102,122,45.535714285714285
Seasoning,720,41,679,5.694444444444445
Extra Hold Aerosol Hair Spray,347,98,249,28.24207492795389
Complete Prenatal System Multivitamin,5,0,5,0.0
No Calorie Sweetener Packets,2735,1187,1548,43.400365630712976
Organic Thompson Raisins,2206,1218,988,55.21305530371714
Organic Unrefined Coconut Oil,1450,350,1100,24.137931034482758
Pacific Rush Thick & Rich Shaving Cream,6,1,5,16.666666666666664
Light Coffee with Milk Medium Roast Iced Coffee,160,105,55,65.625
Raisin Bran Crunch Apple & Strawberry Cereal,4,0,4,0.0
Lite Cranberry Juice Cocktail,16,10,6,62.5
Sunflower Dish Soap,6,0,6,0.0
Organic Dried Raw Mango Slices,5,0,5,0.0
Chef Blends Taco Shredded Cheese,65,28,37,43.07692307692308
Espresso Italian Roast Coffee,88,45,43,51.13636363636363
Organic Superfruit Blend Antioxidant Smoothie Mix,10,3,7,30.0
Ibuprofen Tablets NSAID,147,28,119,19.047619047619047
Superfood Pesto Sauce,278,113,165,40.647482014388494
Frosted Cinnamon Roll Toaster Pastries,77,42,35,54.54545454545454
Cream Havarti with Dill,8,1,7,12.5
Coconut & Almond Milk Blend,101,45,56,44.554455445544555
Raw And Unfiltered Unprocessed Raw Honey,28,5,23,17.857142857142858
"Freezer Slider Bags, Quart",163,49,114,30.061349693251532
Jalapeno Cheddar Wraps,54,13,41,24.074074074074073
White Grape 100% Juice,5,1,4,20.0
"Candy Bar, Mini, Coconut",71,40,31,56.33802816901409
Organics Chocolate Frosted Organic Brownie Mix,34,6,28,17.647058823529413
Organic AppleApple,16129,11593,4536,71.8767437534875
Fanta Strawberry Soda,74,30,44,40.54054054054054
Vegetable Classics Macaroni & Bean Soup,58,39,19,67.24137931034483
Gluten Free Peach Apricot Bars,13,9,4,69.23076923076923
Kids Shampoo & Body Wash Goin' Coconuts,7,1,6,14.285714285714285
Snack Mix Original Recipe,552,287,265,51.992753623188406
Power & Free with Hydrogen Peroxide Toilet Bowl Cleaner,16,0,16,0.0
Drinkable Yogurt Starwberry,10,6,4,60.0
Light Lemon Cream Pie Yogurt,254,112,142,44.09448818897638
Sweeper Dry Pad Refills Unscented,113,12,101,10.619469026548673
Organic Baby Kale Mix,10725,5978,4747,55.738927738927735
"Friends Bunny Grahams Honey, Chocolate and Chocolate Chip Whole Grain",113,32,81,28.31858407079646
To Go Dippers Creamy Peanut Butter with Pretzeles Single,59,36,23,61.016949152542374
Organic Original Apple Sauce Cups,23,9,14,39.130434782608695
Flexible Clear First Aid Tape,13,3,10,23.076923076923077
Spicy Wakame Ginger Kimchi,362,122,240,33.70165745856354
Oat Revolution Classic Steel Cut Oats with Flax,204,127,77,62.254901960784316
Fat Tire Amber Ale - 12 CT,50,11,39,22.0
Black House Coffee Roasty Stout Beer,14,10,4,71.42857142857143
Lice Killing Shampoo,3,0,3,0.0
Organic Date Pecan & Coconut Granola Bar,584,413,171,70.71917808219177
Gorgonzola,27,12,15,44.44444444444444
Cool Dairy Drink Peach,28,20,8,71.42857142857143
Vitamin Code Raw Calcium Supplement,12,5,7,41.66666666666667
Genuine Extra Virgin Olive Oil,15,5,10,33.33333333333333
Whole Green Beans with Sun-Dried Tomatoes in Garlic Olive Oil Sauce,6,0,6,0.0
Quinoa with Mushrooms,14,4,10,28.57142857142857
White Coated Paper Plates 9 In,32,13,19,40.625
Organic Mixed Exotic Mushrooms,37,11,26,29.72972972972973
Persimmons,11,1,10,9.090909090909092
Habanero Jack Cheese,20,8,12,40.0
Grill Mates Montreal Chicken Seasoning,13,6,7,46.15384615384615
Indoor Saucy Seafood Bake in Sauce Cat Food,15,9,6,60.0
Espresso Coconut Water,81,53,28,65.4320987654321
Migraine Pain Reliever Caplets,100,24,76,24.0
Sun-Dried Tomato Garlic,5,1,4,20.0
Coconut Crème Coffee-Mate Coffee Creamer,330,221,109,66.96969696969697
Greek 100 Calories Blackberry Pie Yogurt,16,1,15,6.25
Unsweetened 100% Cacao Cocoa Powder,142,21,121,14.788732394366196
Whey Protein Isolate Vanilla Flavor,12,6,6,50.0
Hummus Spicy Three Pepper,50,14,36,28.000000000000004
Frosted Chocolate Fudge Pop-Tarts,290,164,126,56.55172413793104
The Lola Granola Bar,13,1,12,7.6923076923076925
Red Wagon Organic Ground Coffee,52,36,16,69.23076923076923
No More Tears Baby Shampoo,235,61,174,25.957446808510635
Cat Chow Naturals Indoor with Real Chicken & Turkey,65,28,37,43.07692307692308
Kelloggs Special K Protein Cinnamon Brown Sugar Crunch,294,145,149,49.31972789115646
"Pet Food Supplement for Dogs and Cats, Organic Pumpkin",96,44,52,45.83333333333333
Cold Remedy Honey Lemon Lozenges,58,4,54,6.896551724137931
Brussels Cookies,648,315,333,48.61111111111111
Sparkling Beverage Orange Dry,14,10,4,71.42857142857143
Rejuvenate Vegetable and Fruit Juice,5,1,4,20.0
Boneless Beef Sirloin Steak,3067,1478,1589,48.190414085425495
"Ultracube Stock Cubes, Chicken Style, Salt Reduced",17,1,16,5.88235294117647
Neon Birthday Candles,12,0,12,0.0
Relaxed Mind Tea Bags,150,46,104,30.666666666666664
Strawberry Cheescake Frozen Yogurt,10,3,7,30.0
Organic Lavender Mint Moisturizing Cream Body Wash,7,0,7,0.0
Swiss Cheese Block,1597,768,829,48.09016906700062
Age Defying Daily Facial Moisturizer,5,1,4,20.0
"Cheese, Creamy Goat, Olive & Herb",20,2,18,10.0
Chew-Lotta Long Lasting Chewbone Dog Snacks,30,21,9,70.0
Tropical Green Fruit & Vegetable Juice,44,17,27,38.63636363636363
Complete Wheat 100% Whole Wheat Bread,29,15,14,51.724137931034484
Organic Decaffeinated Single Serve Instant Coffee,38,9,29,23.684210526315788
Skinless & Boneless Sardines,45,23,22,51.11111111111111
Organic Ezekiel 4:9 Sesame Bread,5379,3356,2023,62.39077895519613
Spirited Prints Paper Towels with Thirst Pockets - 8 CT,305,117,188,38.36065573770492
"Crackers, Toasted Sesame",4,1,3,25.0
"Cat Food, Indoor Health, Adult",64,26,38,40.625
AA Alkaline Batteries,200,34,166,17.0
Whole Kernel Sweet Corn,1293,576,717,44.5475638051044
Frozen Orange Juice,158,90,68,56.9620253164557
Original Frosted Mini Wheats Little Bites,884,505,379,57.126696832579185
Quenched Sea Mineral Moisture Conditioner,28,6,22,21.428571428571427
"Peruvian Seasoned Chicken Stew, Organic, Med",34,14,20,41.17647058823529
Unoaked Chardonnay,36,20,16,55.55555555555556
Clear Enzyme Lavender Deodorant Stick,13,1,12,7.6923076923076925
Chana Dal Split Desi Chickpeas,8,2,6,25.0
Chocolate Frozen Dessert,84,26,58,30.952380952380953
New England Clam Chowder,308,156,152,50.649350649350644
Organic Kids Disney Frozen Pasta Soup,23,12,11,52.17391304347826
Original Wheat Crackers,377,185,192,49.07161803713528
Kettle Cooked Olive Oil Potato Chips,318,227,91,71.38364779874213
All Natural Crunchy O's Cereal,4,0,4,0.0
Balanced Nutrition Creamy Milk Chocolate Meal Replacement Shake,104,59,45,56.730769230769226
Cherry Tomato Medley,479,176,303,36.74321503131524
Vegetable Oil Non Stick Cooking Spray,32,7,25,21.875
G Series Lime Cucumber Sports Drink,217,124,93,57.14285714285714
Goldfish Space Adventures Baked Snack Crackers,5,0,5,0.0
Vanilla Oatmeal Baby Lotion,3,0,3,0.0
Breaded Chicken Breast Patties,201,123,78,61.19402985074627
Russet Potatoes,5853,2466,3387,42.13223987698616
Bac'n Pieces,162,52,110,32.098765432098766
Rustic Potato Buns,4,0,4,0.0
Luau BBQ Potato Chips,603,349,254,57.87728026533997
Chicken Flavor Noodle Soup Mix,6,1,5,16.666666666666664
Dark Chocolate Berry Bar,30,17,13,56.666666666666664
"Burger, Sprouted Quinoa Chia, with Sweet Potato",28,6,22,21.428571428571427
Vegetable Broth,1021,311,710,30.460333006856022
Lighten Up! All Natural Light Lime Vinaigrette Dressing,31,3,28,9.67741935483871
Better Stevia Liquid Sweetener English Toffee,10,5,5,50.0
Everything Hummus,12,2,10,16.666666666666664
Odor Shield Scented Scoopable Cat Litter,68,35,33,51.470588235294116
Organic Chocolate Milk,784,548,236,69.89795918367348
Hot Pepper Sesame Oil,51,13,38,25.49019607843137
Natural Epsom Salt Lavender,16,7,9,43.75
"Salsa, Medium",512,269,243,52.5390625
100% Pure Peanut Oil,261,74,187,28.35249042145594
Grow Well DHA Baby Food,620,364,256,58.70967741935483
USDA AA Extra Large Eggs,2231,1449,782,64.94845360824742
Ricotta Salata Cheese,512,178,334,34.765625
Simple 5 Syrup,44,5,39,11.363636363636363
Organic Green Thai Curry,85,12,73,14.117647058823529
Fruit Squish'ems Apple Strawberry,258,134,124,51.93798449612403
Abrasive Cleanser With Bleach,633,187,446,29.541864139020536
Veggies First Pumpkin Banana Puree,10,2,8,20.0
Wild Caught Boiled Baby Clams,183,45,138,24.59016393442623
Sweet N' Spicey Honey Mustard,35,4,31,11.428571428571429
100% Raw Coconut Water With Fair Trade Coffee,467,304,163,65.0963597430407
100% Juice No Sugar Added Apple,463,257,206,55.507559395248386
Kale Krunch The Original Quite Cheezy,2143,1350,793,62.99580027998134
40% Less Fat Salt & Fresh Ground Pepper Potato Chips,6,0,6,0.0
Cat Litter Scented Super Clump,8,3,5,37.5
Bean & Cheese Burrito,6045,3999,2046,66.15384615384615
Organic Lowfat Yogurt Banana Vanilla,4429,3205,1224,72.36396477760216
Coke de Mexico Glass,344,202,142,58.720930232558146
Beef & Bean Green Chili Burritos,266,142,124,53.383458646616546
Mini Crunch Donuts,11,2,9,18.181818181818183
"Fabric Softener Sheets, Blue Eucalyptus & Lavender scent",311,69,242,22.186495176848876
Organic Envy Apple,16,5,11,31.25
"Fruit Spread, Organic, Fig",140,14,126,10.0
"Freshly Grated Cheese, Parmesan",930,375,555,40.32258064516129
Organic Mid Season Heirloom Apple Sauce,151,90,61,59.60264900662252
French Vanilla Light Roast K-Cup Packs Arabica Coffee,382,213,169,55.75916230366492
Organic Pink Lady (Cripps) Apple,296,130,166,43.91891891891892
Lemon Scent Ant & Roach Killer Insecticide,48,4,44,8.333333333333332
White & Dark Chunk Chicken,99,53,46,53.535353535353536
Two-Bite Brownies,111,64,47,57.65765765765766
Roasted Tomato Chipotle Corn Salsa Medium Hot Salsa,61,22,39,36.0655737704918
Pita Original,9,2,7,22.22222222222222
No Drip Sinus Pump Mist,41,7,34,17.073170731707318
Turbinado Cane Sugar,723,389,334,53.80359612724758
Almond Cake & Pastry Filling,4,0,4,0.0
Medium Diced Tomatoes with Green Chilis,26,7,19,26.923076923076923
No Sugar Added Cranberry 100% Juice,111,53,58,47.74774774774775
Simply Fruit Red Raspberry Spreadable Fruit,2,0,2,0.0
Organic Kale,673,248,425,36.84992570579495
Savoiardi Ladyfingers,64,10,54,15.625
Penne Rigate Pasta,856,387,469,45.21028037383177
Organic Large Green Asparagus,19286,10596,8690,54.941408275432956
Chaumes Cheese,28,3,25,10.714285714285714
Whitening Toothpaste with Tea Tree Oil,21,6,15,28.57142857142857
Flaked Tuna Supreme Cat Food,11,6,5,54.54545454545454
2-Ply Mega Toilet Paper Rolls,26,16,10,61.53846153846154
Ichimi Togarashi Chili Pepper,19,3,16,15.789473684210526
Blue Fusion Fruit & Veggie Smoothie,27,5,22,18.51851851851852
Seasoned Tomato Sauce,3,0,3,0.0
Swagger 2 in 1 Shampoo & Conditioner,15,5,10,33.33333333333333
Tempt Unsweetened Original Hemp Milk,2950,2225,725,75.42372881355932
Rose & Apricot Antioxidant Day Creme,4,0,4,0.0
Acai + 10 Superblend 100% Fruit Juice + Boosts,34,9,25,26.47058823529412
Living Organic Butter Green Lettuce,29,7,22,24.137931034482758
Original Rice Crackers,3,1,2,33.33333333333333
Fresh Triple Action Relief Powder Spray,19,5,14,26.31578947368421
Alla Vodka Sauce,237,84,153,35.44303797468354
EF Butternut Squash Risotto,86,23,63,26.744186046511626
Raw Pure Goat Milk,62,43,19,69.35483870967742
Organic Koji Dairy-Free Fermented Wild Blueberry Drink Yogurt Drink,2,0,2,0.0
Organic Vanilla Unsweetened Almond Non-Dairy Beverage,430,254,176,59.06976744186046
Schweiks Blend Whole Bean Coffee,74,36,38,48.64864864864865
"Low Fat Burrito Beans, Rice & Cheese Style",5,1,4,20.0
Calcium Magnesium Zinc Mineral Supplement Caplets,16,2,14,12.5
Real Ice Cream Pistachio,4,1,3,25.0
Oil of Oregano Dietary Supplement,73,12,61,16.43835616438356
Fruit Horns,27,10,17,37.03703703703704
Chocolate Covered Ring Jells,22,15,7,68.18181818181817
"Omegalicious, Omega-3 Gummies, Sour Raspberry Flavor, Gummies",6,0,6,0.0
Maple Glazed Pecan & Sea Salt Bars,305,166,139,54.42622950819672
Hemorrhoidal Cooling Gel,27,2,25,7.4074074074074066
Ultra Max Powder Fresh Solid Antiperspirant Deodorant,17,5,12,29.411764705882355
Ultimate Stir Fry Mixed Vegetables,188,63,125,33.51063829787234
Butter Pecan Frozen Dairy Dessert,210,68,142,32.38095238095238
Mushroom Sauce Mix,27,11,16,40.74074074074074
Gluten Free Seeded Sourdough Bread,142,81,61,57.04225352112676
Gluten-Free Cornbread Mix,11,2,9,18.181818181818183
Perfect Pinch Cajun Seasoning,189,10,179,5.291005291005291
Grape Power Juice,31,15,16,48.38709677419355
Oat Bran Bread,117,72,45,61.53846153846154
Original  Velveeta,29,12,17,41.37931034482759
1/4 Pound Burgers,15,9,6,60.0
Bean & Rice Chips Nacho,1990,1455,535,73.11557788944724
Straight Rye Whiskey,14,9,5,64.28571428571429
Strawberry Shot Bloks Energy Chews,125,64,61,51.2
Green Relish,64,16,48,25.0
3 Jumbo Romaine Hearts,1324,687,637,51.88821752265861
Dill Babies,12,6,6,50.0
Organic Vanilla Cupcake Sandwich Cookies,54,18,36,33.33333333333333
Chop House T Bone Steak Flavor Dog Food,26,19,7,73.07692307692307
Extra Light Tasting Olive Oil Spray,44,22,22,50.0
Candy bar,77,45,32,58.44155844155844
Thick & Hearty Roasted Garlic Pasta Sauce,7,0,7,0.0
Cheddar Broccoli Rice Mix,2,0,2,0.0
Double Strong Bath Tissue  Rolls,168,101,67,60.11904761904761
"Disinfecting Wipes, Lemon & Lime Blossom Scent",127,35,92,27.559055118110237
Ant Baits,95,8,87,8.421052631578947
Calrose White Medium Grain Rice,18,5,13,27.77777777777778
ProActive Health Adult Original with Chicken Dry Cat Food,71,42,29,59.154929577464785
"8\"" Gluten Free Soft Taco Tortillas",19,3,16,15.789473684210526
Kellogg's Poptarts Frosted Cookies & Creme Toaster Pastries,9,2,7,22.22222222222222
Grassfed Whole Milk Vanilla Yogurt,484,237,247,48.96694214876033
Organic Seasoned Rice Vinegar Dressing,428,117,311,27.33644859813084
Lil' Meals Rice & Sweet Potatoes with Carrots & Chicken,44,26,18,59.09090909090909
Black Raspberry Drink,71,31,40,43.66197183098591
Cherry Menthol Cough Suppressant Drops,27,4,23,14.814814814814813
Daily Protection SPF 30 Face Lotion,13,1,12,7.6923076923076925
Lip Rescue with Shea Butter,23,1,22,4.3478260869565215
Fruit & Cream Variety Pack Instant Oatmeal,127,61,66,48.031496062992126
Extra Moisturizing Furniture Spray,103,20,83,19.41747572815534
Sensitive Skin Extra Gentle Singles,15,3,12,20.0
"Paper Towels, White, 2 Big Roll = 33% More Sheets Towels/Napkins",221,128,93,57.9185520361991
